Accepted_Annotations,Annotation_Count,Annotation_Is_Verified,Classification,Comment_Count,Featured_Video,Followers,Genius_IQ,Hot,Is_Description,Is_Verified,Length_Referent_Text,Meme_Verified,Number_Contributors,Number_Verified_Annotations,Page_Views,Pinned,Pyong_Count,Release_Date,Total_Votes,Class,Total_Votes_log
28,29,FALSE,accepted,2,TRUE,21495,34478,FALSE,FALSE,TRUE,16,TRUE,198,0,1921896,FALSE,426,2514,59,high,1.770852012
12,13,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,64,FALSE,168,0,5132018,FALSE,475,1747,24,high,1.380211242
12,13,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,57,FALSE,168,0,5132018,FALSE,475,1747,27,high,1.431363764
19,20,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,74,TRUE,45,0,273854,FALSE,10,699,1,low,0
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,106,FALSE,37,0,86111,FALSE,3,7173,0,low,0
42,49,TRUE,accepted,3,TRUE,17568,144243,FALSE,FALSE,TRUE,84,TRUE,267,6,961072,FALSE,981,1364,32,high,1.505149978
29,38,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,45,FALSE,84,0,332843,FALSE,96,5360,2,low,0.301029996
40,46,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,5,FALSE,335,0,3428303,FALSE,174,2082,14,high,1.146128036
19,21,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,26,FALSE,28,0,154723,FALSE,78,6725,0,low,0
1,2,FALSE,unreviewed,1,FALSE,38,?,FALSE,FALSE,FALSE,70,FALSE,5,0,?,FALSE,1,553,0,low,0
84,89,FALSE,accepted,2,FALSE,21495,34478,FALSE,FALSE,TRUE,18,TRUE,552,4,5613108,FALSE,2095,2036,39,high,1.591064607
81,84,FALSE,accepted,1,FALSE,10964,?,FALSE,FALSE,FALSE,31,FALSE,251,2,3670474,FALSE,495,1699,8,low,0.903089987
6,8,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,31,FALSE,30,0,41400,FALSE,65,7306,5,low,0.698970004
44,57,FALSE,accepted,0,TRUE,598,?,FALSE,FALSE,FALSE,59,FALSE,78,0,44223,FALSE,4,7467,0,low,0
10,11,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,38,FALSE,237,0,5521909,FALSE,201,775,270,high,2.431363764
12,15,FALSE,accepted,2,FALSE,2660,?,FALSE,FALSE,FALSE,78,FALSE,72,0,290854,FALSE,74,4863,23,high,1.361727836
55,66,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,4,FALSE,50,0,49068,FALSE,6,10877,0,low,0
48,50,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,111,TRUE,235,0,962445,FALSE,310,2943,16,high,1.204119983
73,77,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,24,TRUE,279,1,1156612,FALSE,233,1657,14,high,1.146128036
73,77,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,87,TRUE,279,1,1156612,FALSE,233,1657,16,high,1.204119983
34,36,FALSE,accepted,2,FALSE,21495,34478,FALSE,FALSE,TRUE,138,TRUE,245,1,3253375,FALSE,527,2043,32,high,1.505149978
21,22,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,394,FALSE,218,0,2302935,FALSE,163,541,44,high,1.643452676
45,46,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,123,FALSE,191,0,2798227,FALSE,1397,1207,41,high,1.612783857
22,27,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,44,FALSE,158,0,1163069,FALSE,159,8970,20,high,1.301029996
15,18,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,58,FALSE,39,0,75496,FALSE,17,5353,8,low,0.903089987
39,47,FALSE,unreviewed,1,FALSE,2660,?,FALSE,FALSE,FALSE,15,FALSE,231,1,1028013,FALSE,143,7768,-3,low,0
40,52,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,17,FALSE,60,0,42097,FALSE,5,3586,3,low,0.477121255
15,18,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,112,FALSE,39,0,75496,FALSE,17,5353,2,low,0.301029996
118,122,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,108,TRUE,1380,3,12190302,FALSE,5604,1678,95,high,1.977723605
24,27,FALSE,unreviewed,0,TRUE,598,?,FALSE,FALSE,FALSE,43,FALSE,125,0,1136917,FALSE,296,1664,14,high,1.146128036
20,31,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,82,FALSE,65,0,167114,FALSE,92,7114,4,low,0.602059991
17,24,FALSE,accepted,2,FALSE,598,?,FALSE,FALSE,FALSE,46,FALSE,31,0,34150,FALSE,6,7509,1,low,0
6,11,FALSE,unreviewed,0,FALSE,17568,144243,FALSE,FALSE,TRUE,47,TRUE,173,0,826526,FALSE,170,1657,0,low,0
11,12,FALSE,accepted,2,FALSE,8610,?,FALSE,FALSE,FALSE,65,FALSE,216,0,3708670,FALSE,204,826,80,high,1.903089987
34,36,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,9,TRUE,245,1,3253375,FALSE,527,2043,13,high,1.113943352
44,45,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,54,TRUE,712,0,1479165,FALSE,270,423,65,high,1.812913357
24,25,FALSE,accepted,2,TRUE,17568,144243,FALSE,FALSE,TRUE,32,TRUE,278,0,1050140,FALSE,672,1125,63,high,1.799340549
15,16,FALSE,accepted,2,FALSE,10964,?,FALSE,FALSE,FALSE,82,FALSE,168,0,2441784,FALSE,145,751,61,high,1.785329835
33,34,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,45,TRUE,106,0,222423,FALSE,22,4870,8,low,0.903089987
19,23,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,25,FALSE,47,0,78612,FALSE,9,7132,3,low,0.477121255
25,26,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,167,FALSE,273,0,1657441,FALSE,82,751,39,high,1.591064607
45,48,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,47,FALSE,65,0,71516,FALSE,15,8790,0,low,0
17,24,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,112,FALSE,31,0,34150,FALSE,6,7509,0,low,0
17,21,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,111,FALSE,126,2,312702,FALSE,48,8468,10,low,1
22,28,FALSE,unreviewed,1,TRUE,8610,?,FALSE,FALSE,FALSE,51,FALSE,167,0,2147517,FALSE,91,2126,3,low,0.477121255
16,19,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,70,TRUE,100,0,1376561,FALSE,138,1705,20,high,1.301029996
18,19,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,61,FALSE,197,0,1720858,FALSE,123,826,53,high,1.72427587
50,53,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,18,FALSE,316,2,2524716,FALSE,382,1797,31,high,1.491361694
22,28,FALSE,unreviewed,1,TRUE,8610,?,FALSE,FALSE,FALSE,103,FALSE,167,0,2147517,FALSE,91,2126,1,low,0
40,52,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,16,FALSE,60,0,42097,FALSE,5,3586,3,low,0.477121255
73,77,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,58,TRUE,279,1,1156612,FALSE,233,1657,8,low,0.903089987
50,57,FALSE,unreviewed,0,FALSE,2503,1124,FALSE,FALSE,TRUE,36,TRUE,88,0,188652,FALSE,27,1986,0,low,0
11,16,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,85,FALSE,86,0,218921,FALSE,52,?,0,low,0
24,26,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,97,FALSE,42,0,44509,FALSE,5,10877,3,low,0.477121255
24,26,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,44,FALSE,42,0,44509,FALSE,5,10877,2,low,0.301029996
44,45,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,101,TRUE,712,0,1479165,FALSE,270,423,42,high,1.62324929
56,59,FALSE,unreviewed,0,TRUE,693,?,FALSE,FALSE,FALSE,33,FALSE,134,0,608156,FALSE,83,4001,36,high,1.556302501
39,44,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,111,TRUE,54,0,150795,FALSE,8,1986,1,low,0
8,14,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,24,FALSE,24,0,36887,FALSE,42,7089,2,low,0.301029996
55,57,FALSE,accepted,1,TRUE,17568,144243,FALSE,FALSE,TRUE,22,TRUE,290,1,1404525,FALSE,294,1685,32,high,1.505149978
39,40,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,18,FALSE,146,0,272088,FALSE,50,7173,11,high,1.041392685
3,4,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,102,FALSE,44,0,234149,FALSE,31,8132,10,low,1
27,32,FALSE,accepted,0,TRUE,419,?,FALSE,FALSE,FALSE,19,FALSE,24,0,29132,FALSE,2,10218,0,low,0
31,58,TRUE,accepted,1,FALSE,10964,?,FALSE,FALSE,FALSE,196,FALSE,245,26,4690125,FALSE,1077,1192,8,low,0.903089987
24,27,FALSE,accepted,1,FALSE,693,?,FALSE,FALSE,FALSE,72,FALSE,55,0,58072,FALSE,12,7173,11,high,1.041392685
65,67,FALSE,unreviewed,0,FALSE,8610,?,FALSE,FALSE,FALSE,49,FALSE,362,0,2968632,FALSE,314,2766,1,low,0
45,48,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,44,FALSE,65,0,71516,FALSE,15,8790,4,low,0.602059991
118,122,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,215,TRUE,1380,3,12190302,FALSE,5604,1678,216,high,2.334453751
30,32,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,50,FALSE,212,1,994904,FALSE,262,7159,2,low,0.301029996
12,13,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,46,TRUE,229,0,2590584,FALSE,402,156,94,high,1.973127854
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,27,FALSE,37,0,86111,FALSE,3,7173,1,low,0
21,26,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,77,FALSE,27,0,24461,FALSE,1,9854,0,low,0
56,59,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,61,FALSE,134,0,608156,FALSE,83,4001,14,high,1.146128036
66,67,FALSE,accepted,1,TRUE,21495,34478,FALSE,FALSE,TRUE,16,TRUE,246,0,2418330,FALSE,820,1545,9,low,0.954242509
0,6,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,33,FALSE,3,0,?,FALSE,?,1115,0,low,0
4,9,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,11,FALSE,21,0,409421,FALSE,30,6389,3,low,0.477121255
19,23,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,55,FALSE,47,0,78612,FALSE,9,7132,0,low,0
30,32,FALSE,accepted,0,TRUE,693,?,FALSE,FALSE,FALSE,48,FALSE,70,0,233864,FALSE,72,6277,5,low,0.698970004
1,12,FALSE,unreviewed,2,FALSE,419,?,FALSE,FALSE,FALSE,34,FALSE,8,0,41280,FALSE,2,10877,1,low,0
16,19,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,25,FALSE,27,0,66018,FALSE,10,5353,9,low,0.954242509
20,21,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,42,FALSE,154,0,2714212,FALSE,215,1948,19,high,1.278753601
40,41,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,76,FALSE,294,0,3318872,FALSE,2527,1449,47,high,1.672097858
59,65,FALSE,verified,0,TRUE,17568,144243,FALSE,FALSE,TRUE,30,TRUE,375,3,1680661,FALSE,430,6389,56,high,1.748188027
36,39,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,97,FALSE,83,0,253379,FALSE,45,10906,2,low,0.301029996
34,35,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,50,FALSE,80,0,243325,FALSE,28,8020,3,low,0.477121255
30,32,FALSE,accepted,2,TRUE,2660,?,FALSE,FALSE,FALSE,91,FALSE,212,1,994904,FALSE,262,7159,40,high,1.602059991
30,35,FALSE,accepted,2,FALSE,2660,?,FALSE,FALSE,FALSE,27,FALSE,152,0,245908,FALSE,29,7906,20,high,1.301029996
14,27,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,107,FALSE,58,0,93873,FALSE,13,10415,1,low,0
22,27,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,46,FALSE,82,0,207559,FALSE,26,7173,0,low,0
6,8,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,674,FALSE,30,0,41400,FALSE,65,7306,15,high,1.176091259
45,46,FALSE,accepted,1,TRUE,10964,?,FALSE,FALSE,FALSE,21,FALSE,191,0,2798227,FALSE,1397,1207,90,high,1.954242509
14,16,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,21,TRUE,74,0,265541,FALSE,33,4926,6,low,0.77815125
84,89,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,13,TRUE,552,4,5613108,FALSE,2095,2036,47,high,1.672097858
4,9,FALSE,unreviewed,1,FALSE,2660,?,FALSE,FALSE,FALSE,54,FALSE,21,0,409421,FALSE,30,6389,3,low,0.477121255
39,49,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,44,FALSE,193,0,1708934,FALSE,146,10876,0,low,0
0,3,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,70,FALSE,3,0,?,FALSE,?,1115,0,low,0
30,31,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,71,TRUE,125,0,579775,FALSE,56,947,8,low,0.903089987
28,29,FALSE,accepted,2,TRUE,21495,34478,FALSE,FALSE,TRUE,39,TRUE,198,0,1921896,FALSE,426,2514,18,high,1.255272505
18,21,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,233,FALSE,35,0,38870,FALSE,60,7089,2,low,0.301029996
42,48,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,47,TRUE,104,0,315757,FALSE,44,?,0,low,0
21,26,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,17,FALSE,27,0,24461,FALSE,1,9854,2,low,0.301029996
22,29,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,38,FALSE,88,0,292144,FALSE,62,8377,0,low,0
38,39,FALSE,accepted,2,FALSE,8610,?,FALSE,FALSE,FALSE,49,FALSE,262,0,1497028,FALSE,996,1175,28,high,1.447158031
47,51,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,68,TRUE,346,3,3910160,FALSE,380,2036,13,high,1.113943352
0,6,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,36,FALSE,3,0,?,FALSE,?,1115,0,low,0
15,23,FALSE,unreviewed,1,FALSE,598,?,FALSE,FALSE,FALSE,11,FALSE,32,0,27804,FALSE,75,6725,2,low,0.301029996
8,9,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,47,FALSE,84,0,1633034,FALSE,49,782,50,high,1.698970004
16,22,FALSE,unreviewed,0,FALSE,2660,?,FALSE,FALSE,FALSE,65,FALSE,95,1,234474,FALSE,28,8132,1,low,0
27,32,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,97,FALSE,120,0,357887,FALSE,44,8048,4,low,0.602059991
103,107,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,45,TRUE,399,3,1792776,FALSE,310,1951,10,low,1
42,43,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,81,TRUE,218,0,1104987,FALSE,275,1060,4,low,0.602059991
38,39,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,51,FALSE,262,0,1497028,FALSE,996,1175,32,high,1.505149978
22,28,FALSE,accepted,0,TRUE,8610,?,FALSE,FALSE,FALSE,38,FALSE,167,0,2147517,FALSE,91,2126,0,low,0
45,46,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,128,FALSE,191,0,2798227,FALSE,1397,1207,86,high,1.934498451
37,40,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,42,FALSE,96,1,253453,FALSE,33,7936,31,high,1.491361694
19,29,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,7,FALSE,34,0,54207,FALSE,7,2049,1,low,0
110,117,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,2,TRUE,149,0,314608,FALSE,338,1475,0,low,0
33,34,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,52,TRUE,106,0,222423,FALSE,22,4870,18,high,1.255272505
10,16,FALSE,unreviewed,0,TRUE,2660,?,FALSE,FALSE,FALSE,48,FALSE,75,0,310739,FALSE,40,9110,2,low,0.301029996
39,42,TRUE,verified,19,TRUE,10964,?,FALSE,FALSE,FALSE,25,FALSE,393,2,7086094,TRUE,669,2034,1097,high,3.040206628
60,62,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,46,FALSE,199,1,2718643,FALSE,228,1793,2,low,0.301029996
13,14,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,97,FALSE,93,0,2256798,FALSE,1395,1111,27,high,1.431363764
20,21,FALSE,accepted,0,FALSE,21495,34478,FALSE,FALSE,TRUE,27,TRUE,247,0,2330119,FALSE,168,401,70,high,1.84509804
9,16,FALSE,unreviewed,5,FALSE,598,?,FALSE,FALSE,FALSE,37,FALSE,28,0,33035,FALSE,77,7404,1,low,0
22,27,FALSE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,9,FALSE,158,0,1163069,FALSE,159,8970,17,high,1.230448921
13,15,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,75,FALSE,66,0,311514,FALSE,89,5599,10,low,1
27,28,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,8,FALSE,196,0,3183017,FALSE,226,1929,68,high,1.832508913
23,26,FALSE,accepted,0,TRUE,419,?,FALSE,FALSE,FALSE,79,FALSE,32,0,33966,FALSE,5,10841,3,low,0.477121255
14,16,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,8,TRUE,74,0,265541,FALSE,33,4926,6,low,0.77815125
34,36,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,124,TRUE,176,0,336606,FALSE,54,1017,6,low,0.77815125
6,11,FALSE,accepted,0,FALSE,17568,144243,FALSE,FALSE,TRUE,267,TRUE,173,0,826526,FALSE,170,1657,18,high,1.255272505
22,27,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,37,FALSE,158,0,1163069,FALSE,159,8970,59,high,1.770852012
66,67,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,48,TRUE,117,0,275989,FALSE,163,1434,5,low,0.698970004
55,56,FALSE,accepted,9,TRUE,17568,144243,FALSE,FALSE,TRUE,99,TRUE,281,0,1478231,FALSE,259,5843,71,high,1.851258349
30,31,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,49,TRUE,82,0,140642,FALSE,18,4646,3,low,0.477121255
42,43,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,50,TRUE,218,0,1104987,FALSE,275,1060,17,high,1.230448921
0,9,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,27,FALSE,4,0,?,FALSE,3,1308,2,low,0.301029996
8,9,FALSE,accepted,1,FALSE,8610,?,FALSE,FALSE,FALSE,93,FALSE,84,0,1633034,FALSE,49,782,90,high,1.954242509
98,101,FALSE,accepted,1,FALSE,21495,34478,FALSE,FALSE,TRUE,315,TRUE,552,2,2049199,FALSE,111,2036,26,high,1.414973348
54,56,FALSE,unreviewed,1,TRUE,17568,144243,FALSE,FALSE,TRUE,32,TRUE,295,0,1338433,FALSE,198,3188,1,low,0
22,24,FALSE,verified,2,FALSE,21495,34478,FALSE,FALSE,TRUE,48,TRUE,366,1,2267806,FALSE,211,401,39,high,1.591064607
81,84,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,22,FALSE,251,2,3670474,FALSE,495,1699,21,high,1.322219295
48,49,FALSE,accepted,1,FALSE,2503,1124,FALSE,FALSE,TRUE,190,TRUE,97,0,143815,FALSE,41,954,10,low,1
8,9,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,91,FALSE,84,0,1633034,FALSE,49,782,93,high,1.968482949
22,23,FALSE,accepted,0,TRUE,38,?,FALSE,FALSE,FALSE,96,FALSE,125,0,2423056,FALSE,1331,1177,12,high,1.079181246
24,28,FALSE,accepted,0,FALSE,598,?,FALSE,FALSE,FALSE,44,FALSE,32,0,50538,FALSE,57,7306,2,low,0.301029996
11,12,FALSE,accepted,0,FALSE,8610,?,FALSE,FALSE,FALSE,28,FALSE,119,0,1381659,FALSE,86,826,49,high,1.69019608
30,31,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,25,TRUE,359,0,2563987,FALSE,651,1162,41,high,1.612783857
29,32,FALSE,unreviewed,1,TRUE,17568,144243,FALSE,FALSE,TRUE,241,TRUE,175,0,990612,FALSE,273,3204,9,low,0.954242509
23,24,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,22,FALSE,37,0,86111,FALSE,3,7173,1,low,0
17,20,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,52,TRUE,152,1,1204637,FALSE,210,5733,46,high,1.662757832
18,24,FALSE,unreviewed,0,TRUE,10964,?,FALSE,FALSE,FALSE,66,FALSE,216,0,2254705,FALSE,226,2518,0,low,0
81,84,FALSE,accepted,1,FALSE,10964,?,FALSE,FALSE,FALSE,43,FALSE,251,2,3670474,FALSE,495,1699,0,low,0
39,49,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,37,FALSE,193,0,1708934,FALSE,146,10876,0,low,0
22,27,FALSE,unreviewed,0,FALSE,693,?,FALSE,FALSE,FALSE,13,FALSE,82,0,207559,FALSE,26,7173,1,low,0
37,40,FALSE,accepted,0,FALSE,693,?,FALSE,FALSE,FALSE,43,FALSE,96,1,253453,FALSE,33,7936,17,high,1.230448921
16,22,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,93,FALSE,95,1,234474,FALSE,28,8132,6,low,0.77815125
27,28,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,21,FALSE,196,0,3183017,FALSE,226,1929,63,high,1.799340549
51,52,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,24,TRUE,360,0,2016243,FALSE,1267,1162,17,high,1.230448921
38,41,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,210,FALSE,93,0,243794,FALSE,37,5654,5,low,0.698970004
46,49,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,6,TRUE,375,2,5236229,FALSE,872,2119,54,high,1.73239376
9,16,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,14,FALSE,28,0,33035,FALSE,77,7404,1,low,0
9,23,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,65,FALSE,47,0,68548,FALSE,16,9854,1,low,0
0,20,FALSE,unreviewed,0,FALSE,38,?,FALSE,FALSE,FALSE,49,FALSE,5,0,?,FALSE,?,1160,0,low,0
18,19,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,55,FALSE,152,0,2401685,FALSE,59,751,18,high,1.255272505
27,29,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,232,FALSE,60,0,101327,FALSE,71,7306,11,high,1.041392685
18,19,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,80,FALSE,152,0,2401685,FALSE,59,751,53,high,1.72427587
94,104,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,27,FALSE,294,0,2015929,FALSE,338,8020,6,low,0.77815125
11,25,FALSE,accepted,0,FALSE,419,?,FALSE,FALSE,FALSE,22,FALSE,31,0,34645,FALSE,3,11011,1,low,0
59,62,FALSE,unreviewed,0,TRUE,21495,34478,FALSE,FALSE,TRUE,5,TRUE,453,0,1377723,FALSE,100,401,0,low,0
29,34,FALSE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,7,FALSE,100,0,244114,FALSE,29,7906,7,low,0.84509804
28,29,FALSE,accepted,0,FALSE,10964,?,FALSE,FALSE,FALSE,36,FALSE,220,0,2943027,FALSE,172,973,52,high,1.716003344
46,49,FALSE,accepted,0,TRUE,17568,144243,FALSE,FALSE,TRUE,9,TRUE,207,0,896107,FALSE,239,4548,7,low,0.84509804
17,21,FALSE,accepted,0,FALSE,2660,?,FALSE,FALSE,FALSE,64,FALSE,126,2,312702,FALSE,48,8468,6,low,0.77815125
48,49,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,42,TRUE,97,0,143815,FALSE,41,954,10,low,1
21,33,FALSE,unreviewed,0,FALSE,598,?,FALSE,FALSE,FALSE,111,FALSE,41,0,34642,FALSE,7,7369,0,low,0
73,76,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,15,TRUE,141,0,562484,FALSE,46,2466,2,low,0.301029996
23,24,FALSE,accepted,0,TRUE,21495,34478,FALSE,FALSE,TRUE,63,TRUE,382,0,3709414,FALSE,1885,1162,73,high,1.86332286
10,16,FALSE,accepted,1,TRUE,2660,?,FALSE,FALSE,FALSE,83,FALSE,75,0,310739,FALSE,40,9110,16,high,1.204119983
9,12,FALSE,accepted,1,FALSE,2660,?,FALSE,FALSE,FALSE,94,FALSE,58,0,240321,FALSE,24,8132,5,low,0.698970004
30,32,FALSE,accepted,0,TRUE,2660,?,FALSE,FALSE,FALSE,27,FALSE,212,1,994904,FALSE,262,7159,163,high,2.212187604
11,16,FALSE,accepted,1,FALSE,598,?,FALSE,FALSE,FALSE,39,FALSE,86,0,218921,FALSE,52,?,3,low,0.477121255
110,117,FALSE,accepted,0,FALSE,2503,1124,FALSE,FALSE,TRUE,63,TRUE,149,0,314608,FALSE,338,1475,1,low,0
25,27,FALSE,unreviewed,0,TRUE,10964,?,FALSE,FALSE,FALSE,62,FALSE,153,0,2542718,FALSE,168,2217,2,low,0.301029996
39,42,FALSE,accepted,0,TRUE,10964,?,FALSE,FALSE,FALSE,21,FALSE,393,2,7086094,FALSE,669,2034,95,high,1.977723605
33,34,FALSE,accepted,0,TRUE,2503,1124,FALSE,FALSE,TRUE,47,TRUE,106,0,222423,FALSE,22,4870,12,high,1.079181246
21,26,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,77,FALSE,27,0,24461,FALSE,1,9854,0,low,0
20,25,FALSE,unreviewed,0,FALSE,419,?,FALSE,FALSE,FALSE,45,FALSE,28,0,41912,FALSE,8,10877,10,low,1
